pathway_id,pathway_name,pathway_size,overlap,common_genes_in_pathway,p_value
R-HSA-388396,pathway_3934,633,47,"MMP1,PDE4D,SAA2,MMP3,BTK,AKT3,PRKAR1A,PDE2A,P2RY12,GAL,AKT2,APLNR,PDE4C,INSL5,F2,CXCL9,F2R,PPBP,CASR,OXTR,SCTR,ECT2,SAA1,ADRB1,IAPP,PIK3CG,PIK3CA,KISS1R,PDE4B,MLNR,APP,DGKK,PDE11A,PF4,BRS3,PDE7B,TRPC7,INSL3,PPAN,PMCH,PDE10A,GNAS,CCL27,NET1,CALCRL,SOS1,AKT1",0.0017992535644260027
path:hsa05414,pathway_79,95,12,"IGF1,ACTC1,TGFB3,GNAS,SGCG,ADRB1,ACTB,TGFB1,TNF,ACTG1,SGCA,TGFB2",0.0018273953674278864
R-HSA-111461,pathway_3265,12,4,"APAF1,CASP7,CASP3,CASP9",0.0018628868215269977
WP5063,pathway_1599,12,4,"IL6ST,IL6,STAT5A,STAT3",0.0018628868215269977
R-HSA-9614399,pathway_2482,12,4,"AKT3,AKT1,FOXO1,AKT2",0.0018628868215269977
R-HSA-111465,pathway_3834,38,7,"CASP3,MAPT,ACIN1,CDH1,CASP7,CASP6,CASP8",0.0018821680501820604
R-HSA-5655302,pathway_4462,38,7,"ERLIN2,STAT1,CUX1,STAT3,PIK3CA,SOS1,STAT5A",0.0018821680501820604
WP4829,pathway_1539,38,7,"PTEN,BDNF,STAT3,CREM,PIK3CG,PIK3CB,PIK3CA",0.0018821680501820604
R-HSA-1428517,pathway_4479,162,17,"NDUFS8,DLD,PDK4,ME2,LDHAL6B,NDUFV1,FH,UQCRQ,LDHAL6A,NDUFS3,NDUFS2,ME3,MDH2,LDHC,NDUFV2,ME1,NDUFS7",0.0019020779783401158
,pathway_4166,6,3,"IL6ST,IL6,STAT3",0.0019340436407259485
R-HSA-205025,pathway_4495,6,3,"NGF,CASP3,CASP2",0.0019340436407259485
R-HSA-6798163,pathway_2517,6,3,"SARDH,DMGDH,CHDH",0.0019340436407259485
WP4873,pathway_1515,6,3,"PARP2,CASP3,BAX",0.0019340436407259485
R-HSA-8851907,pathway_2024,6,3,"MET,PIK3CA,HGF",0.0019340436407259485
R-HSA-975163,pathway_4193,6,3,"TAB2,TAB1,TAB3",0.0019340436407259485
R-HSA-937042,pathway_2097,6,3,"TAB2,TAB1,TAB3",0.0019340436407259485
R-HSA-6798695,pathway_2646,486,38,"DERA,TLR2,CAT,PLAU,GLA,SERPINA3,PPIE,BST1,MNDA,GM2A,ANPEP,PGLYRP1,APAF1,GHDC,CAMP,PFKL,MME,PPBP,MMP8,OLR1,BST2,APRT,PSEN1,CREG1,PPIA,TOLLIP,TMBIM1,GAA,S100A8,UNC13D,DEGS1,GMFG,ERP44,GPI,CLEC4D,S100A9,SRP14,MIF",0.0019695309555019034
path:hsa05202,pathway_275,191,19,"CDKN1A,CDK9,PML,PLAU,MMP3,TP53,BCL6,MITF,FOXO1,POLK,IGF1,IL6,PLAT,MET,IGF1R,PPARG,BAX,CSF2,SP1",0.001988225745684773
R-HSA-9671555,pathway_2493,20,5,"STAT1,STAT3,PIK3CB,PIK3CA,SOS1",0.00206820424868903
R-HSA-3232118,pathway_2231,20,5,"TP53,SP3,MITF,HIC1,FOXL2",0.00206820424868903
R-HSA-9669938,pathway_2427,20,5,"STAT1,STAT3,PIK3CA,SOS1,STAT5A",0.00206820424868903
,pathway_2978,20,5,"TGFB3,TGFBR1,TGFB1,TAB1,TGFB2",0.00206820424868903
R-HSA-9670439,pathway_2407,20,5,"STAT1,STAT3,PIK3CA,SOS1,STAT5A",0.00206820424868903
path:hsa04062,pathway_99,192,19,"STAT1,AKT3,STAT3,BRAF,PIK3CD,AKT2,PIK3CB,CCL2,CXCL9,PPBP,NCF1,STAT2,PIK3CG,PIK3CA,PF4,CCL26,CCL27,SOS1,AKT1",0.0021107692548277724
integrin2_pathway,pathway_3372,29,6,"CD40LG,TGFBI,F10,PLAU,PLAT,PROC",0.002129380812002595
R-HSA-5218859,pathway_3680,29,6,"TP53,PELI1,TNFSF10,FASLG,TP63,CASP8",0.002129380812002595
R-HSA-69656,pathway_2775,29,6,"AKT3,FZR1,CDKN1A,CCND1,AKT2,AKT1",0.002129380812002595
R-HSA-70268,pathway_4410,29,6,"DLD,PDK4,LDHAL6B,LDHAL6A,LDHC,ME1",0.002129380812002595
R-HSA-375276,pathway_4187,207,20,"SAA2,GAL,APLNR,ECE1,CCL2,INSL5,F2,CXCL9,F2R,PPBP,OXTR,SAA1,KISS1R,MLNR,APP,PF4,BRS3,INSL3,PMCH,CCL27",0.002173796770540614
PWY66-366,pathway_1902,2,2,"RFK,FLAD1",0.0022671313082176627
R-HSA-418346,pathway_4544,85,11,"TRPC7,PDE2A,PDE10A,GNAS,GUCY1A2,STIM1,ATP2B4,ATP2B1,ATP2B3,PDE11A,ATP2B2",0.0022967041095848136
,pathway_2542,50,8,"STAT1,STAT4,GHR,STAT3,IL6ST,STAT2,STAT5A,LEPR",0.0023327959794693398
foxopathway,pathway_3778,50,8,"BCL2L11,CAT,SIRT1,BCL6,FASLG,AKT1,MST1,FOXO1",0.0023327959794693398
path:hsa05231,pathway_56,98,12,"AKT3,PCYT1B,EGF,PIK3CD,AKT2,PIK3CB,PIK3CA,SOS1,AKT1,MTOR,DGKK,SP1",0.0023852280439762086
WP1530,pathway_1076,98,12,"TP53,CASP3,CDKN1A,CASP9,CCND1,CDC20B,FANCD2,BAX,PML,APAF1,CASP8,SMC1A",0.0023852280439762086
WP23,pathway_1136,98,12,"NFATC2,BRAF,PIK3CG,BLNK,GTF2I,SOS1,BCL6,TEC,AKT1,BTK,FOXO1,NFATC3",0.0023852280439762086
path:hsa05165,pathway_348,331,28,"STAT1,CDKN1A,RELN,TBK1,AKT3,TP53,TLR3,PIK3CD,AKT2,PIK3CB,FOXO1,EGF,STAT2,PSEN1,PIK3CA,FASLG,MTOR,IRF3,CASP8,PTEN,IFNA1,CASP3,CCND1,GNAS,BAX,SOS1,TNF,AKT1",0.0024582879647179396
fcer1pathway,pathway_3424,62,9,"NFATC2,PIK3CA,MAP3K1,SOS1,LAT,AKT1,BTK,DUSP1,LCP2",0.0025476446485646403
R-HSA-186763,pathway_4561,30,6,"STAT1,STAT3,PIK3CB,PIK3CA,SOS1,STAT5A",0.0025559652538546707
igf1_pathway,pathway_3475,30,6,"IGF1,IGF1R,IRS2,PIK3CA,SOS1,AKT1",0.0025559652538546707
erbb2erbb3pathway,pathway_3381,40,7,"STAT3,NFATC4,PIK3CB,PIK3CA,SOS1,AKT1,MTOR",0.0025600882679538287
WP3941,pathway_1343,40,7,"BCL2,CASP3,CDKN1A,TNF,CASP9,APAF1,MAP3K1",0.0025600882679538287
SMP00043,pathway_450,13,4,"GAA,GLA,GALT,UGP2",0.0025900392985029135
path:hsa03450,pathway_319,13,4,"LIG4,DNTT,POLM,POLL",0.0025900392985029135
R-HSA-9634638,pathway_1986,13,4,"AKT3,AKT1,CCND1,AKT2",0.0025900392985029135
trkapathway,pathway_4123,13,4,"AKT1,NGF,SOS1,PIK3CA",0.0025900392985029135
WP2814,pathway_1186,13,4,"CCND1,PGR,STAT5A,EGF",0.0025900392985029135
igf1rpathway,pathway_3594,13,4,"IGF1,IGF1R,PIK3CA,SOS1",0.0025900392985029135
p53pathway,pathway_4029,13,4,"CCND1,TP53,BCL2,CDKN1A",0.0025900392985029135
calcineurinpathway,pathway_4079,13,4,"SP1,NFATC1,CDKN1A,SP3",0.0025900392985029135
SMP00182,pathway_840,13,4,"GAA,GLA,GALT,UGP2",0.0025900392985029135
R-HSA-179812,pathway_1684,13,4,"EPGN,TGFA,SOS1,EGF",0.0025900392985029135
WP4495,pathway_1442,13,4,"IL6,STAT1,STAT2,STAT3",0.0025900392985029135
dnapk_pathway,pathway_3585,13,4,"LIG4,DNTT,POLM,POLL",0.0025900392985029135
,pathway_3604,99,12,"AKT3,PIK3CD,AKT2,PIK3CB,TAB2,PIK3CA,CD4,LAT,AKT1,HLA-DRB1,TAB1,TAB3",0.0025993821156097847
R-HSA-450302,pathway_4255,21,5,"MAPKAPK2,MAPKAPK3,TAB2,TAB1,TAB3",0.0026092192916430655
Pathway_TSLP,pathway_3622,21,5,"STAT1,STAT4,STAT3,AKT1,STAT5A",0.0026092192916430655
R-HSA-1643713,pathway_4585,21,5,"EPGN,EGF,TGFA,PIK3CA,SOS1",0.0026092192916430655
R-HSA-168164,pathway_2929,87,11,"MAPKAPK2,TLR3,TAB1,MAPKAPK3,DUSP4,TBK1,TAB2,DUSP7,IRF3,CASP8,TAB3",0.0027664891480571716
R-HSA-166520,pathway_2005,127,14,"MAPKAPK2,BDNF,STAT3,EGR3,IRS2,F3,MAPKAPK3,BRAF,DUSP4,PIK3CB,PIK3CA,NGF,DUSP7,SOS1",0.002937203046763013
R-HSA-5607764,pathway_2599,41,7,"NFATC2,NFATC1,TAB2,TAB1,CASP8,TAB3,NFATC3",0.0029624502780925474
pparapathway,pathway_3910,52,8,"ME1,PRKAR1A,LPL,STAT5A,TNF,PPARGC1A,DUSP1,SP1",0.003007531944654973
R-HSA-187037,pathway_1943,114,13,"MAPKAPK2,STAT3,EGR3,IRS2,F3,MAPKAPK3,BRAF,DUSP4,PIK3CB,PIK3CA,NGF,DUSP7,SOS1",0.003035354006617707
R-HSA-1839124,pathway_4461,31,6,"ERLIN2,STAT1,CUX1,STAT3,PIK3CA,STAT5A",0.0030435949697856274
rb_1pathway,pathway_3515,64,9,"CDKN1A,CCND1,PPARG,SIRT1,CSF2,MYOD1,MET,MITF,TGFB2",0.0031783648815769372
mtor_4pathway,pathway_3393,64,9,"RPTOR,MLST8,RICTOR,BRAF,MAPKAP1,PML,MTOR,PPARGC1A,AKT1",0.0031783648815769372
WP2509,pathway_1098,22,5,"BCL2,INSR,ATG9B,CHAF1A,UVRAG",0.0032458255088910213
R-HSA-71403,pathway_4468,22,5,"DLD,ME2,FH,ME3,MDH2",0.0032458255088910213
WP4482,pathway_1437,22,5,"NFATC1,IL6,MAP3K1,TNF,DUSP1",0.0032458255088910213
p53hypoxiapathway,pathway_3268,22,5,"TP53,CDKN1A,BAX,AKT1,HIC1",0.0032458255088910213
erkpathway,pathway_3892,22,5,"STAT3,MKNK1,NGF,SOS1,MKNK2",0.0032458255088910213
atrbrcapathway,pathway_3955,22,5,"TP53,FANCA,FANCD2,BRCA2,TREX1",0.0032458255088910213
R-HSA-75158,pathway_4403,7,3,"TNFSF10,CASP8,CASP10",0.003264889035372908
WP134,pathway_1056,7,3,"RPIA,G6PD,PGD",0.003264889035372908
PWY3DJ-12,pathway_2696,7,3,"SPTLC2,SPTLC1,SPTLC3",0.003264889035372908
R-HSA-9645460,pathway_2516,7,3,"TAB2,TAB1,TAB3",0.003264889035372908
WP5049,pathway_1595,7,3,"GAPDH,TP53,G6PD",0.003264889035372908
PWY66-414,pathway_3636,7,3,"SARDH,DMGDH,CHDH",0.003264889035372908
R-HSA-73894,pathway_2439,322,27,"POLM,POLH,FANCD2,POLQ,TOP3A,PPIE,SIRT6,TP53,RMI1,LIG1,PARP2,PRPF19,POLB,POLK,POLN,PARG,FANCA,TDG,RNF168,BRCA2,POLL,LIG4,LIG3,RCHY1,POLI,MUTYH,PARP1",0.003280828645936761
R-HSA-937061,pathway_2884,89,11,"MAPKAPK2,TAB1,MAPKAPK3,DUSP4,TBK1,TAB2,TLR4,DUSP7,IRF3,CASP8,TAB3",0.0033108044431009623
R-HSA-202733,pathway_4173,215,20,"MMP1,ANGPT1,SIRPG,PROC,SELPLG,CXADR,PIK3CB,ESAM,F2,OLR1,ANGPT4,PIK3CA,EPCAM,ANGPT2,PPIA,PSG1,PROS1,SOS1,TGFB1,MIF",0.0033726652728154572
keratinocytepathway,pathway_4610,53,8,"BCL2,EGF,PLAT,SOS1,FASLG,TNF,MAP3K1,SP1",0.0033973022351581643
R-HSA-202433,pathway_4063,42,7,"LCP2,HLA-DRB5,ENAH,CD4,LAT,HLA-DRB1,VASP",0.003411451303408415
er_nongenomic_pathway,pathway_3481,42,7,"IGF1,IGF1R,MMP2,GNAS,PIK3CA,SOS1,AKT1",0.003411451303408415
R-HSA-372790,pathway_2571,706,50,"MMP1,CMKLR1,PDE4D,SAA2,MMP3,BTK,AKT3,PRKAR1A,PDE2A,P2RY12,GAL,AKT2,APLNR,ECE1,CCL2,PDE4C,INSL5,F2,CXCL9,F2R,PPBP,CASR,OXTR,SCTR,ECT2,SAA1,ADRB1,IAPP,PIK3CG,PIK3CA,KISS1R,PDE4B,MLNR,APP,DGKK,PDE11A,PF4,BRS3,PDE7B,TRPC7,INSL3,PPAN,PMCH,PDE10A,GNAS,CCL27,NET1,CALCRL,SOS1,AKT1",0.003425902637730663
R-HSA-975871,pathway_2881,77,10,"MAPKAPK2,PELI1,MAPKAPK3,DUSP4,TAB2,DUSP7,TLR10,TAB1,MAP3K1,TAB3",0.003482373604299966
R-HSA-168176,pathway_2932,77,10,"MAPKAPK2,PELI1,MAPKAPK3,DUSP4,TAB2,DUSP7,TLR10,TAB1,MAP3K1,TAB3",0.003482373604299966
R-HSA-168142,pathway_2882,77,10,"MAPKAPK2,PELI1,MAPKAPK3,DUSP4,TAB2,DUSP7,TLR10,TAB1,MAP3K1,TAB3",0.003482373604299966
R-HSA-180336,pathway_2622,14,4,"EPGN,TGFA,SOS1,EGF",0.0034904615393179647
R-HSA-6803205,pathway_3522,14,4,"TP63,TP53,BCL6,TP73",0.0034904615393179647
WP3931,pathway_1335,116,13,"AKT3,PTEN,LIF,EGF,IL6ST,STAT3,BRAF,PIK3CD,AKT2,SOS1,AKT1,MTOR,FGF3",0.003533703440428439
R-HSA-8939211,pathway_2991,216,20,"MMP1,CDK9,SMC3,MMP3,AKT3,EPGN,FOXA1,MMP2,TGFA,AKT2,BCL2,EGF,PIK3CA,PGR,PPID,CCND1,CBFB,AKT1,SMC1A,SP1",0.003555387239776673
WP3414,pathway_1246,32,6,"NFATC2,NFATC1,NFATC4,CDK9,SP1,NFATC3",0.003597431196979637
R-HSA-166166,pathway_2885,90,11,"MAPKAPK2,TAB1,MAPKAPK3,DUSP4,TBK1,TAB2,TLR4,DUSP7,IRF3,CASP8,TAB3",0.0036134434373057936
WP2059,pathway_1115,144,15,"TP53,SNCA,CASP3,MAPT,TNF,CASP9,GAPDH,IDE,PSEN1,CASP7,LPL,APAF1,APP,CASP8,MME",0.0036675594867678447
R-HSA-9006931,pathway_4475,294,25,"PDK4,MMP1,CDK9,ANGPTL3,SMC3,MMP3,AKT3,EPGN,FOXA1,MMP2,TGFA,AKT2,BCL2,EGF,PIK3CA,PGR,MYLIP,PPID,DLD,CCND1,CBFB,FASN,AKT1,SMC1A,SP1",0.003804407475241956
WP4879,pathway_1552,54,8,"ZMPSTE24,CDKN1A,PPARG,DICER1,ACTB,MYOD1,TGFB1,TGFB2",0.0038251122277190887
path:hsa04940,pathway_120,43,7,"TNF,HLA-DRB5,LTA,HSPD1,FASLG,INS,HLA-DRB1",0.003910459430748223
R-HSA-1433557,pathway_1783,43,7,"STAT1,STAT3,KITLG,PIK3CA,TEC,SOS1,STAT5A",0.003910459430748223
R-HSA-69242,pathway_2865,104,12,"AKT3,CDC45,CDKN1A,FZR1,LIG1,CCND1,AKT2,CDC6,SMC3,CDC26,AKT1,SMC1A",0.003917069588171123
WP2032,pathway_1108,66,9,"STAT1,IGF1R,STAT3,BRAF,GNAS,PDE4D,PIK3CA,AKT1,MTOR",0.003925957959726769
WP4725,pathway_1505,23,5,"UGCG,DEGS1,SMPD1,SPTLC2,SPTLC1",0.0039869841190449265
WP4868,pathway_1483,23,5,"TLR7,STAT1,STAT2,TBK1,IRF3",0.0039869841190449265
Pathway_RANKL,pathway_3338,23,5,"NFATC1,CYLD,TAB2,TREM2,TAB1",0.0039869841190449265
,pathway_3665,132,14,"AKT3,BRAF,PIK3CD,AKT2,PIK3CB,TAB2,PIK3CA,CD4,SOS1,LAT,AKT1,HLA-DRB1,TAB1,TAB3",0.004175884184971589
WP3995,pathway_1349,33,6,"BCL2,CASP3,STAT3,SMC3,RFX5,CTCF",0.004222703757464462
biopeptidespathway,pathway_3923,33,6,"STAT1,MAPT,STAT3,PIK3CA,SOS1,STAT5A",0.004222703757464462
path:hsa04658,pathway_107,92,11,"NFATC2,STAT1,STAT4,NFATC1,IL4,HLA-DRB5,CD4,LAT,HLA-DRB1,STAT5A,NFATC3",0.004284970585006208
path:hsa00010,pathway_42,67,9,"DLD,LDHAL6B,GAPDH,LDHAL6A,GPI,PFKM,ADPGK,LDHC,PFKL",0.004347943652395224
R-HSA-3700989,pathway_4205,361,29,"CDKN1A,TP73,G6PD,FANCD2,CDK9,CASP2,PML,TOP3A,AKT3,TP53,RMI1,MAPKAPK5,MAPKAP1,AKT2,BCL6,APAF1,CASP6,BTG2,MLST8,RICTOR,TP63,MTOR,PTEN,RPTOR,SUPT16H,BAX,GPI,AKT1,CASP10",0.004369977248293678
nfatpathway,pathway_4087,44,7,"IGF1,LIF,NFATC1,PIK3CA,SOS1,TNF,AKT1",0.004462901562628877
R-HSA-6788467,pathway_2623,15,4,"IL6ST,CLCF1,LIF,CRLF1",0.004582047352696917
WP1559,pathway_1083,15,4,"AKT2,TGFB1,AKT1,STAT3",0.004582047352696917
WP3853,pathway_1299,15,4,"BDNF,CASP7,CASP3,EGF",0.004582047352696917
WP4891,pathway_1556,15,4,"TNF,IL6,ACE2,CCL2",0.004582047352696917
R-HSA-9703648,pathway_1887,15,4,"SOS1,PIK3CA,STAT5A,CDKN1A",0.004582047352696917
R-HSA-9614657,pathway_2541,15,4,"BCL2L11,FOXO1,BCL6,FASLG",0.004582047352696917
R-HSA-71336,pathway_2095,15,4,"DERA,G6PD,RPIA,PGD",0.004582047352696917
R-HSA-111447,pathway_3161,15,4,"AKT3,AKT1,BCL2,AKT2",0.004582047352696917
,pathway_1025,56,8,"DUSP22,PTEN,DUSP4,TAB2,DUSP19,DUSP10,TAB1,DUSP1",0.004804462626707613
tcrpathway,pathway_4129,56,8,"NCF2,NFATC1,PIK3CA,CD4,SOS1,LAT,HLA-DRB1,MAP3K1",0.004804462626707613
nfat_3pathway,pathway_3500,56,8,"NFATC2,NR4A1,BCL2,CASP3,NFATC1,BAX,MAP3K1,NFATC3",0.004804462626707613
WP4726,pathway_1506,24,5,"UGCG,DEGS1,SMPD1,SPTLC2,SPTLC1",0.004841606860668886
R-HSA-110373,pathway_3863,24,5,"PARG,LIG1,PARP2,PARP1,POLB",0.004841606860668886
R-HSA-5668599,pathway_1853,24,5,"NCF1,NCF2,S100A8,S100A9,NCF4",0.004841606860668886
WP313,pathway_1227,34,6,"PTEN,STAT3,PIK3CA,SOS1,MET,HGF",0.004924685828942496
SMP00496,pathway_307,8,3,"GALT,UGDH,UGP2",0.005039557070474126
SMP00495,pathway_308,8,3,"GALT,UGDH,UGP2",0.005039557070474126
R-HSA-5638302,pathway_2893,8,3,"EPGN,TGFA,EGF",0.005039557070474126
R-HSA-9013973,pathway_2919,8,3,"TLR3,TBK1,IRF3",0.005039557070474126
SMP00010,pathway_739,8,3,"GALT,UGDH,UGP2",0.005039557070474126
path:hsa00740,pathway_187,8,3,"FLAD1,ACP1,RFK",0.005039557070474126
R-HSA-428542,pathway_2768,8,3,"SLIT1,SLIT3,SLIT2",0.005039557070474126
vobesitypathway,pathway_3945,8,3,"TNF,PPARG,LPL",0.005039557070474126
tall1pathway,pathway_4042,8,3,"TNFSF13,TNFRSF17,TNFSF13B",0.005039557070474126
R-HSA-1236973,pathway_2906,8,3,"NCF4,NCF1,NCF2",0.005039557070474126
R-HSA-5638303,pathway_2892,8,3,"EPGN,TGFA,EGF",0.005039557070474126
R-HSA-2172127,pathway_4639,45,7,"PIK3CB,PIK3CA,TREM2,SOS1,LAT,BTK,LCP2",0.005072252185853773
pi3kcipathway,pathway_3439,45,7,"PTEN,PIK3CG,PIK3CB,PIK3CA,LAT,BTK,BLNK",0.005072252185853773
WP51,pathway_1606,151,15,"F2R,MRAS,EGF,RRAS,F2,BRAF,PIK3CD,PIK3CG,ENAH,PIK3CB,ACTB,PIK3CA,SOS1,FGF3,ACTG1",0.0057076658533936645
R-HSA-1442490,pathway_2435,35,6,"MMP20,MMP10,MMP1,MMP8,MMP2,MMP3",0.005708668794096784
,pathway_4640,35,6,"PIK3CD,PIK3CB,PIK3CA,SOS1,MET,HGF",0.005708668794096784
WP4534,pathway_1456,46,7,"ACTC1,ACTA2,ACTB,CDH1,MST1,ACTG2,ACTG1",0.005742021889479924
R-HSA-6806834,pathway_2131,46,7,"STAT3,STAM,HGFAC,PIK3CA,SOS1,MET,HGF",0.005742021889479924
path:hsa04371,pathway_211,137,14,"AKT3,PPARGC1A,MRAS,RRAS,ACTA2,CCND1,AKT2,APLNR,PIK3CG,CDH1,PLAT,TGFBR1,AKT1,MTOR",0.005808281245715327
WP205,pathway_1114,25,5,"STAT1,STAT3,CCND1,AKT1,STAT5A",0.005818492416826546
WP4842,pathway_1543,25,5,"INSL3,AMHR2,AMH,SOX9,FOXL2",0.005818492416826546
tpopathway,pathway_4020,25,5,"STAT1,STAT3,PIK3CA,SOS1,STAT5A",0.005818492416826546
R-HSA-5357905,pathway_4388,25,5,"RBCK1,CYLD,MADD,TNF,CASP8",0.005818492416826546
R-HSA-3295583,pathway_4615,25,5,"TRPM7,TRPC7,TRPV6,TRPV4,TRPV5",0.005818492416826546
Pathway_KitReceptor,pathway_1904,70,9,"STAT1,STAT3,KITLG,PIK3CA,TEC,SOS1,MTOR,MITF,STAT5A",0.005828450596880223
R-HSA-5678895,pathway_3297,16,4,"ERLIN1,ERLIN2,ERLEC1,OS9",0.005881747473293926
R-HSA-111471,pathway_3291,16,4,"APAF1,CASP7,CASP3,CASP9",0.005881747473293926
WP1946,pathway_1092,16,4,"GAPDH,G6PD,INS,GPI",0.005881747473293926
R-HSA-140534,pathway_3123,16,4,"TNFSF10,CASP8,TLR4,FASLG",0.005881747473293926
hcmvpathway,pathway_2728,16,4,"AKT1,PIK3CA,MAP3K1,SP1",0.005881747473293926
R-HSA-112409,pathway_2938,16,4,"DUSP10,DUSP1,DUSP7,DUSP4",0.005881747473293926
R-HSA-1236394,pathway_2010,58,8,"EGF,DLG4,PSEN1,PIK3CA,TAB2,SOS1,PGR,STAT5A",0.005965210878694422
R-HSA-381426,pathway_4230,124,13,"IGF1,MMP1,F5,TGOLN2,MMP2,MEPE,SCG3,IL6,PROC,APLP2,CDH2,APP,F2",0.006230642275735925
path:hsa04520,pathway_60,71,9,"IGF1R,ACP1,INSR,ACTB,CDH1,TGFBR1,MET,LMO7,ACTG1",0.006399697798454721
WP1591,pathway_1039,47,7,"NFATC2,VEGFC,NFATC1,NFATC4,FOXC2,TBX2,NFATC3",0.0064757457061605265
PWY66-407,pathway_2849,47,7,"DLD,FH,GAPDH,MDH2,GPI,PFKM,PFKL",0.0064757457061605265
WP1471,pathway_1072,36,6,"RPTOR,MLST8,RICTOR,MAPKAP1,AKT1,MTOR",0.006579937363674312
pi3kplctrkpathway,pathway_1776,36,6,"CCND1,NGF,PIK3CA,SOS1,AKT1,STAT5A",0.006579937363674312
R-HSA-3270619,pathway_4357,3,2,"TBK1,IRF3",0.006585813239070327
R-HSA-173599,pathway_2831,3,2,"UGDH,UGP2",0.006585813239070327
R-HSA-8852405,pathway_2140,3,2,"MST1R,MST1",0.006585813239070327
R-HSA-1606341,pathway_2454,3,2,"TBK1,IRF3",0.006585813239070327
aifpathway,pathway_4569,3,2,"AIFM1,PARP1",0.006585813239070327
WP4397,pathway_1431,3,2,"CTCF,MSMP",0.006585813239070327
R-HSA-198745,pathway_2184,3,2,"NGF,STAT3",0.006585813239070327
path:hsa04640,pathway_225,98,11,"ANPEP,DNTT,IL4,HLA-DRB5,IL6,KITLG,CSF2,CD4,TNF,HLA-DRB1,MME",0.00691014633934042
R-HSA-6803157,pathway_3571,98,11,"TLR2,S100A8,S100A9,TLR1,PGLYRP1,CD4,PGLYRP3,ART1,LEAP2,CAMP,PGLYRP4",0.00691014633934042
glypican_1pathway,pathway_3420,26,5,"TGFB3,TGFBR1,TGFB1,APP,SLIT2",0.0069262668668951324
R-HSA-8963899,pathway_3739,26,5,"LMF2,LIPG,ANGPTL3,LPL,LPA",0.0069262668668951324
rxr_vdr_pathway,pathway_4254,26,5,"NR4A1,BCL2,PPARG,TGFB1,TNF",0.0069262668668951324
path:hsa00520,pathway_300,48,7,"UGDH,MPI,FPGT,UGP2,GPI,GNPDA1,GALT",0.007276971348627128
R-HSA-112399,pathway_3316,48,7,"IRS2,TLR9,AKT2,PIK3CB,PIK3CA,SOS1,FGF3",0.007276971348627128
hes_heypathway,pathway_3376,48,7,"GHR,STAT3,GAA,AR,MYOD1,CD4,PARP1",0.007276971348627128
SALVADEHYPOX-PWY,pathway_3043,9,3,"NT5C1B,NT5C2,XDH",0.007293361838178601
R-HSA-139915,pathway_3170,9,3,"TP63,TP53,TP73",0.007293361838178601
et_egfrpathway,pathway_3540,9,3,"MTOR,SOS1,EGF",0.007293361838178601
R-HSA-8985947,pathway_1916,9,3,"STAT1,STAT5A,STAT3",0.007293361838178601
R-HSA-9617629,pathway_2508,9,3,"SIRT3,SIRT1,FOXO1",0.007293361838178601
R-HSA-212718,pathway_1795,9,3,"EPGN,TGFA,EGF",0.007293361838178601
R-HSA-2428933,pathway_2015,9,3,"IGF1,IGF1R,SOS1",0.007293361838178601
SMP00650,pathway_382,17,4,"XDH,NDUFS2,NDUFS3,NDUFS7",0.0074054282830352935
R-HSA-450385,pathway_1713,17,4,"DCP1A,MAPKAPK2,AKT1,DCP2",0.0074054282830352935
R-HSA-5619115,pathway_2055,17,4,"ERLIN1,ERLIN2,ERLEC1,OS9",0.0074054282830352935
R-HSA-5619084,pathway_2037,17,4,"ERLIN1,ERLIN2,ERLEC1,OS9",0.0074054282830352935
R-HSA-180292,pathway_4234,17,4,"EPGN,PIK3CA,TGFA,EGF",0.0074054282830352935
WP22,pathway_1122,17,4,"STAT1,STAT5A,CDK9,STAT3",0.0074054282830352935
WP3879,pathway_1312,17,4,"AKT1,MTOR,MKNK2,MKNK1",0.0074054282830352935
SMP00168,pathway_546,37,6,"NT5C2,PDE10A,GUCY1A2,APRT,PDE4D,XDH",0.007543745150926821
SMP00535,pathway_623,37,6,"NT5C2,PDE10A,GUCY1A2,APRT,PDE4D,XDH",0.007543745150926821
SMP00144,pathway_916,37,6,"NT5C2,PDE10A,GUCY1A2,APRT,PDE4D,XDH",0.007543745150926821
SMP00203,pathway_893,37,6,"NT5C2,PDE10A,GUCY1A2,APRT,PDE4D,XDH",0.007543745150926821
path:hsa05330,pathway_62,37,6,"CD40LG,IL4,HLA-DRB5,FASLG,TNF,HLA-DRB1",0.007543745150926821
SMP00167,pathway_541,37,6,"NT5C2,PDE10A,GUCY1A2,APRT,PDE4D,XDH",0.007543745150926821
SMP00220,pathway_517,37,6,"NT5C2,PDE10A,GUCY1A2,APRT,PDE4D,XDH",0.007543745150926821
SMP00210,pathway_394,37,6,"NT5C2,PDE10A,GUCY1A2,APRT,PDE4D,XDH",0.007543745150926821
path:hsa04960,pathway_88,37,6,"IGF1,INSR,PIK3CD,PIK3CB,PIK3CA,INS",0.007543745150926821
SMP00536,pathway_624,37,6,"NT5C2,PDE10A,GUCY1A2,APRT,PDE4D,XDH",0.007543745150926821
SMP00537,pathway_625,37,6,"NT5C2,PDE10A,GUCY1A2,APRT,PDE4D,XDH",0.007543745150926821
SMP00512,pathway_972,37,6,"NT5C2,PDE10A,GUCY1A2,APRT,PDE4D,XDH",0.007543745150926821
